Dayswus,Age,Edu,Income,Freq,Recency,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit
-0.38668494099342127,0.1157901405905167,0.5512522704719294,0.08409930729599996,0.1288730764634006,-0.31518718474930213,0.24504359843929885,-0.28007777614102625,0.2168590582780308,-0.12008285155669278,-0.06635814759537403,-0.20470895959781624,-0.2542777250606512,-0.28528386843756026,-0.09875862415234295,-0.022022803391121757
0.15630800675244594,0.3431548279490154,0.14454296997042101,0.27698976537769004,0.3894563847455314,-0.12469814183113993,0.24276888783712408,-0.2365670026831435,-0.02288110561854587,-0.2057518360030577,0.3078611911398063,-0.17382998824947254,-0.11345273130718736,-0.21341729131286394,-0.2617448534675427,-0.11066153125267662
-0.15142952023263798,-0.2381202917375909,-0.3426232455490833,-0.20930004746359618,-0.12321767028539339,0.013430881250707965,-0.10026976568711916,0.26940656859099366,-0.2714031103813387,0.3987717050121914,-0.15288253692696985,0.45308433062467496,0.2768037182152361,0.25650023213849776,0.12956843392756506,0.15945305632432932
0.1702992334782731,-0.0919668921775758,-0.10025708711294688,-0.0805508747343427,-0.25395971476817675,-0.0426476568669928,-0.17449872925475315,0.3213041279220153,0.3470848968997655,-0.1808534933350738,-0.32207128206835584,-0.1792847138869967,-0.18377778043119378,0.5458684744935522,0.2140830729853273,0.18051753667663128
-0.0856938495358498,-0.029672880660705173,-0.12188369122633705,-0.05641235868524377,-0.30874173936314014,-0.39752350802770714,-0.20266234003288058,0.03688919889122636,0.4097755027612044,-0.257984014667636,-0.3693297357857747,-0.17986723217219647,-0.2234207564708369,0.20647715424796836,0.3206175737794171,0.1000534681419941
0.03097039818239132,0.11296598801870021,0.6413591052263656,0.07442117200957611,0.05681223166939951,-0.3773519715315412,-0.041200451736897896,-0.36600587118776956,0.171668767263191,0.011711295793109915,-0.04778770955054199,-0.13729365548078518,-0.34957995626735583,0.3182444160243577,-0.1149015545378311,-0.02562261642099715
-0.037195417034370674,-0.12017656698821007,-0.29391784482132366,-0.21683195635942393,-0.33185862815951694,-0.28903352405682925,-0.22700525461992546,0.4633125207766494,0.3095419462074025,-0.23632800285202818,-0.15818881058854334,-0.2752213360984585,-0.1965271588492569,0.1309426506916432,0.03647535952519312,-0.020799149154575227
0.20726064144421003,0.3187532387494151,-0.11159673752417183,0.11909965153683551,0.29685781938181277,-0.23884421207772974,0.19279640598589226,-0.2530802643249548,-0.12663301386421252,-0.1315067218714057,0.33309430871706913,-0.12981012238694276,0.09270165340640658,-0.21400608006471605,-0.39719790991055265,-0.3456955137158938
-0.05032753850449845,-0.2964434556214408,0.023482987057751772,-0.30967633413255435,-0.2443071791351042,0.21342302019863565,-0.16786635764575633,0.4610385137051192,-0.27328241583921875,0.2784658426852975,0.19997622001431495,0.12894544269035912,0.14434392136719723,0.19018050752880425,0.28952328070988714,0.26814054507943447
-0.02984520564352308,0.08243817382854027,0.035514885560810894,0.2121740976216048,0.05134570721814567,-0.38914548005556904,-0.025893731643150016,-0.18565230719445794,0.5341198721217019,-0.2175033638117922,-0.5217498434365222,-0.2608385287272339,-0.26737542103362766,-0.0973575269795556,-0.049674526190528145,-0.023157185033165887
0.1658242317102538,-0.14510419272564015,-0.4160030964577441,-0.14221296025738916,-0.11305237525961938,0.11680369210068062,-0.22468974751175214,-0.005380079822181297,0.28988192988645717,0.18742917082446325,-0.39288741211271294,-0.3315905569376941,-0.031192935361868034,0.13381620462104832,0.37299582436192863,0.3338706866071877
0.39987584326123177,0.26373630835057854,0.43820093554648926,0.11509908856896114,0.025625681993629405,-0.36465138105604367,0.05637128994623226,-0.25749546121477457,0.3310777060320924,-0.18911943549414578,-0.1937814068407067,-0.1866795606938672,-0.29418303821237685,-0.04023788637692462,-0.23346220872986215,-0.02547897268629686
0.1700185622900282,-0.13779812677392866,-0.10426412078186631,-0.1477480776263278,-0.264109871300042,0.07255449466794295,-0.17904072515796257,0.2390463519610364,0.13174121336740457,-0.09025795307121985,-0.18290802672731843,-0.1538655305825651,0.15604393874218345,0.7270049607228479,0.18391735213026542,0.18773238669993952
-0.1065212305579176,0.3467882346634928,-0.22913863270621526,0.21833281780652247,0.016308403618079736,0.2058021283244978,0.027138845350431835,-0.248561221664285,-0.37105095920126246,0.32683292295246213,0.15592226167919349,0.20039000942681656,0.3909127694991466,-0.053983458221504445,-0.3129470988728782,-0.3163865211784034
-0.08663709861697558,-0.16694848173672422,-0.09672899128000405,-0.11335318634621984,-0.2264178979149755,0.016272009010052338,-0.17211889333197408,0.31801788959251626,0.18021591146683108,-0.08373504413701884,-0.15205831803078643,-0.17297559729295017,-0.04847965001147824,0.7819594783709956,-0.008992647644951786,-0.11011761928162181
-0.43776888234450473,0.19779703341640492,0.03886895266311412,0.3235881635709946,0.08689960139627709,-0.29954756380881287,0.08338289562608664,-0.24289627045956252,-0.021624222709909623,0.011584029633143603,0.06912184259941177,-0.2355821788828519,0.13260868321236008,-0.0843763928405623,-0.4100883138762636,-0.49451358397364786
-0.17620145105287563,-0.05344912614390839,-0.1413160356403176,-0.15348946419819168,-0.3307847968634076,-0.06943410015988771,-0.24596234892376384,0.31227758192582444,0.4186217536304789,-0.254919621602639,-0.40245527592826336,-0.20854409590344736,-0.16493388186509061,0.2590270894518941,0.10932165615352818,0.11600534351749417
0.31388031542622713,0.3378224069561724,0.245318272868125,0.1765301335202859,-0.19578178428589546,0.25626274850105024,-0.1678396519141732,-0.15526475399471146,0.10954060237131825,-0.19441326715899548,-0.048849979908520844,-0.14034554857060882,0.08211276489063461,-0.13303494512461686,-0.3625388719545382,-0.5110597641498025
-0.2718085221088408,0.26067929154704284,0.3720910784209069,0.201168239491679,-0.05687366591179283,-0.4354720389593289,-0.11638417257364447,-0.25254707667427173,-0.08654784511273435,-0.11796855524209136,0.18320145956440007,-0.030749488894763175,0.15857661373828097,-0.26133060847449546,-0.26572110138567434,-0.4221413658852987
-0.2736368319401765,-0.028537025684878075,0.32005763050876357,-0.1479352145269052,-0.2969233438082543,0.011987480994463201,-0.19946206494420546,0.21042869393620414,0.42922970419998246,-0.211449379006717,-0.39792328947421535,-0.20961520133075795,-0.25389833160854824,-0.2573520767993651,0.04714654265170777,-0.01860958972076072
-0.19395909932741323,0.05381091915945072,-0.40835551077070137,0.17260877111235787,-0.005945711957630717,-0.2695116786609147,0.027134173150163345,-0.27694957137713505,0.37549664396609655,0.01320807452353721,-0.45201867077011726,-0.1548406653912643,-0.27304551168368096,-0.19734432140030175,0.3210729009846256,0.149417814739481
-0.04066389188535507,0.1422599681291189,-0.38235265709744176,0.1252598489805404,-0.16946789961838005,0.19728181565256794,-0.21314093492374067,-0.061471412008692376,0.31752505308132645,0.22556838964386952,-0.36110679761897474,-0.30476823752783333,-0.36915331781445665,-0.35050025697095466,-0.036942425524537095,0.1399033366184043
0.03139476767051368,-0.35834674038694375,-0.09918964484993865,-0.1820835766305485,-0.2321776603339675,-0.01602490429888748,-0.1718695263491373,0.28498461001808517,-0.340526062238973,-0.08586514941939431,0.5853339309899953,-0.05338034659657912,0.21450345976838656,0.15425361111156546,0.2240828934899846,0.17859555735914232
0.4944599167543333,0.12709469840262327,0.5209584010313713,0.14459286157595774,0.1974347894303403,0.341972175876912,0.1377927593206766,-0.16685523665616156,0.19184168338318547,-0.23648024782592483,-0.038816645080005825,-0.15248956069735434,-0.10935332208486835,-0.26960619647705103,-0.1095601592487246,-0.020812548184236952
-0.15666748544476325,-0.1765781589579563,0.33104782639090186,-0.3411007783235828,-0.3071191504360949,0.31627500326988955,-0.20819682026011077,0.3885602521214713,0.20165708208450053,0.08463397062000594,-0.1463961126636644,-0.2168130054225926,-0.2222465710617975,-0.0809250770120016,0.2739047211132198,0.09952763820447236
0.3749194712544811,0.07424105316779363,-0.45804356529431706,0.016428697009257587,0.27363021962736406,0.2646875150842429,0.16462892550890157,-0.2543287344583867,-0.14905782091017675,-0.19587623120461295,0.32025108750532977,-0.02964022927746816,0.15285610779851483,-0.12417168297754361,0.02031101769813839,0.3652038355572664
-0.03779740072396858,-0.15911027626906307,0.41293540136167,0.01631398070042747,-0.17946979339581381,-0.40347530115403546,-0.15267971689211932,-0.2802690914057328,0.32710109451460906,-0.2728100375204889,-0.12747705730939501,-0.27044359840892385,-0.2772212040271546,-0.07993435960753395,-0.07022569274481812,-0.3203231026073096
-0.32502742636124093,0.09841068880155977,-0.14059692993665493,0.03080929998434167,-0.08571988009545822,-0.33800463700873684,-0.1222619992279134,-0.12066003589978183,0.4867393651334767,-0.20965163502436981,-0.5029150162699477,-0.25142242890705496,-0.21090896862719002,-0.1719656461690548,-0.01307093803162276,-0.16005748636530986
-0.24090346535988405,0.4316863257648927,-0.15861935342927438,0.24537021818535396,0.08634515606915523,-0.5068748979791499,0.05448185957276839,-0.22819406092226546,-0.11658930794069962,-0.08770426349457353,0.47344756712290564,-0.0853633065809408,-0.290759621549973,0.09243559136368928,-0.05401897594025913,-0.02518247313225992
0.23310962389449422,0.058288921797839795,0.03297423951239652,0.18502149894544279,-0.08256835793003206,-0.3523746833891599,-0.1135546048861262,-0.1836006615352016,0.5094433005839196,-0.24429790908886295,-0.4597404260677686,-0.2845028779242679,-0.29334128018956596,0.04129548200010464,0.12153183801378148,-0.02150057795931868
0.256908333329532,0.053660149456912457,-0.40721136308003797,0.025118022663787733,0.028982311662356097,-0.25678493279597353,-0.3215637822843242,0.3107920500227482,0.2837556181828242,-0.3841886210512713,-0.1860802481363476,0.01576913016554571,-0.27228048125455984,0.00491909927431264,0.23029391855413459,0.32681472456201044
0.15224815744191852,-0.27285688507206635,-0.07552622774225429,-0.2978176532293642,-0.17678763622529328,-0.057034678476066136,-0.1273432720880754,0.08548381499024431,-0.2970235508569808,0.43064675042948647,0.005169536773145545,0.3370113636728783,0.1633299239903334,0.3797420796755829,0.2921709365021313,0.2839675286980444
0.2680503407207821,0.23912927438742046,-0.134484163138026,0.14731185229172808,0.35774052446555726,0.1379340888418965,0.2929911282761597,-0.3161358190104958,-0.27355279370664176,0.2200540884547385,0.27884510102110466,-0.07237460372924359,0.246050923022954,-0.20185210616727883,0.0041458060258801905,0.2421449749915949
-0.37644305850448195,-0.22752828121221844,0.19602435088915346,-0.1805304590495891,-0.2578652730161162,-0.1691114574062989,-0.23354974646755544,0.520863617120779,-0.0837240376557161,0.05079461116476439,0.29736759657896367,-0.23574242745008664,-0.0660712294363749,0.021885343093765105,0.28149897560896037,-0.020929158891009183
0.0854719380938462,0.30286779278659803,-0.08579451031747783,0.29365861935064796,0.37673688372846265,-0.22889058464541212,0.3516991342654747,-0.20879358270148,-0.21738004684996073,0.11355237324991072,0.1309760525834843,0.24876718664569922,0.09983503476845428,-0.14068998566122662,-0.28412012660923325,-0.18171853895767545
0.09203864006050656,-0.2421904419401981,0.18047176039226717,-0.17058555569119987,-0.307438710258194,-0.04362337239374015,-0.21407611084413397,0.5701119451448844,-0.11346592188073522,-0.25689520600698584,0.3622634470572608,-0.06531664294346154,0.019995212370986472,-0.08100928017281589,0.25916482032120836,0.2185310323942927
-0.5701936444836324,0.003827853834785138,0.03572184807034679,-0.02132125833905471,-0.1741044607377173,0.295625025031414,-0.16180545335041024,-0.2475599960017782,0.3613042942190488,-0.26465425500093676,-0.23063254143877557,-0.26235856168346017,-0.26893354764030314,0.06511665742997462,0.02268503338177701,-0.16701951409830812
-0.4362009190214556,0.03337529633545624,-0.2532754763360164,0.07558021227121248,0.03974029896027214,-0.17460603128898244,-0.023552589998221924,-0.05008045978814793,0.4246767418149185,-0.23895589568926756,-0.46555368225060384,-0.13131901383137484,-0.16935177855828606,-0.21649365142917057,0.24106702002573913,0.313867652051763
0.20573966061942267,0.2962385115608875,-0.0779637236352339,0.31180341986501897,0.3873373145783994,0.141670002983821,0.2704918416161473,-0.19620083471013586,-0.1585851739754806,-0.16502121177562049,0.1616532525895702,0.1773306214245579,0.22052010996399724,-0.07369801957966572,-0.29679346777732074,-0.2415098334523303
0.20778729241492258,0.3015339365641959,0.024545784673437175,0.33024844356769273,0.3457283819094077,-0.1160240481321123,0.2635302683576319,-0.23698050619480387,0.036713718532730526,0.1334279390589188,0.04365051663165769,-0.14877039486698518,-0.18479404925643186,-0.15131159273799624,-0.4087306129271331,-0.31228585075372495
-0.08819648754886854,0.2885591076189095,0.1502215129951482,0.34157697054561303,0.3076002893410249,0.030321338339307596,0.2413081899233386,-0.24586081962382125,-0.07425645763290695,0.4812578165260709,-0.0851559860814006,0.0403495905899964,-0.1179098572132934,-0.03936325232628444,-0.3095472001328611,-0.3129492560988194
0.3015309813776064,0.0796181332682883,0.03429999428989921,-0.06388324637892161,-0.08588808255795376,-0.1992963881762803,-0.1466015328802762,-0.0858539646888709,0.5158487286275173,-0.25412009528323193,-0.5039018532098547,-0.251915778543355,-0.25822905719376976,-0.27014802926298465,0.05666076659674818,0.1156415059880369
0.4582636838684792,0.3270455522651575,0.40916652945631393,0.3256312767035434,0.225687308790269,0.18334882845704162,0.02816553744776813,-0.1783062860327319,0.2043192985799717,-0.12972303592503945,-0.04437122854411855,-0.22114288073470473,-0.22479451985944057,-0.1208377969762277,0.07882394042796066,0.26981794197075637
-0.21924881055899612,-0.31853922757363773,-0.37510846768921474,-0.25163625192332156,-0.18561320697980724,-0.08603247418014362,-0.13555033721606743,0.22782944461262492,-0.3118515242368874,0.4521454448363365,0.07769550298534031,0.4033993838194663,-0.01333942318217814,0.07925607155252493,0.0024445144728712843,-0.16795561047161492
